,Time (EDT)EDT,LatitudeLat,LongitudeLon,CourseDir,kts,mph,feet,Rate,Reporting Facility
853,Wed 12:10:14 PM12:10PM,60.650060.65,-60.9833-60.98,↙ 232°,470,541,3400034000.0,,Gander Center
854,Wed 12:11:14 PM12:11PM,60.566760.57,-61.1833-61.18,↙ 230°,470,541,3400034000.0,,Gander Center
855,Wed 12:12:13 PM12:12PM,60.483360.48,-61.3833-61.38,↙ 230°,470,541,3400034000.0,,Gander Center
856,Wed 12:13:14 PM12:13PM,60.400060.40,-61.5833-61.58,↙ 230°,470,541,3400034000.0,,Gander Center
857,Wed 12:14:14 PM12:14PM,60.300060.30,-61.7833-61.78,↙ 225°,470,541,3400034000.0,,Gander Center
858,Wed 12:15:14 PM12:15PM,60.216760.22,-61.9833-61.98,↙ 230°,470,541,3400034000.0,,Gander Center
859,Wed 12:16:14 PM12:16PM,60.133360.13,-62.1833-62.18,↙ 230°,470,541,3400034000.0,,Gander Center
861,Wed 12:16:58 PM12:16PM,60.066760.07,-62.2667-62.27,↙ 212°,470,541,3400034000.0,,Montreal Center
862,Wed 12:17:58 PM12:17PM,59.983359.98,-62.4333-62.43,↙ 225°,470,541,3400034000.0,,Montreal Center
863,Wed 12:18:57 PM12:18PM,59.900059.90,-62.6333-62.63,↙ 230°,470,541,3400034000.0,44.0,Montreal Center
865,Wed 12:20:14 PM12:20PM,59.766759.77,-62.9333-62.93,↙ 229°,470,541,3410034100.0,450.0,Gander Center
867,Wed 12:20:57 PM12:20PM,59.716759.72,-63.0167-63.02,↙ 220°,470,541,3490034900.0,1096.0,Montreal Center
868,Wed 12:21:58 PM12:21PM,59.616759.62,-63.2167-63.22,↙ 225°,470,541,3600036000.0,545.0,Montreal Center
869,Wed 12:22:58 PM12:22PM,59.533359.53,-63.4167-63.42,↙ 231°,470,541,3600036000.0,,Montreal Center
870,Wed 12:23:58 PM12:23PM,59.450059.45,-63.5833-63.58,↙ 226°,470,541,3600036000.0,,Montreal Center
871,Wed 12:24:57 PM12:24PM,59.366759.37,-63.7500-63.75,↙ 226°,470,541,3600036000.0,,Montreal Center
873,Wed 12:26:14 PM12:26PM,59.233359.23,-64.0833-64.08,↙ 232°,470,541,3600036000.0,,Gander Center
874,Wed 12:27:14 PM12:27PM,59.150059.15,-64.2667-64.27,↙ 228°,470,541,3600036000.0,,Gander Center
876,Wed 12:27:58 PM12:27PM,59.083359.08,-64.3333-64.33,↙ 207°,470,541,3600036000.0,,Montreal Center
877,Wed 12:28:58 PM12:28PM,58.983358.98,-64.5333-64.53,↙ 226°,470,541,3600036000.0,,Montreal Center
878,Wed 12:29:57 PM12:29PM,58.900058.90,-64.7000-64.70,↙ 226°,470,541,3600036000.0,,Montreal Center
879,Wed 12:30:57 PM12:30PM,58.800058.80,-64.9000-64.90,↙ 226°,470,541,3600036000.0,,Montreal Center
880,Wed 12:31:57 PM12:31PM,58.716758.72,-65.0833-65.08,↙ 229°,470,541,3600036000.0,,Montreal Center
881,Wed 12:32:58 PM12:32PM,58.616758.62,-65.2500-65.25,↙ 221°,470,541,3600036000.0,,Montreal Center
883,Wed 12:34:14 PM12:34PM,58.500058.50,-65.5500-65.55,↙ 233°,470,541,3600036000.0,,Gander Center
885,Wed 12:34:35 PM12:34PM,58.453558.45,-65.6092-65.61,↙ 225°,475,547,3600036000.0,,FlightAware ADS-B (CYVP)
886,Wed 12:36:02 PM12:36PM,58.318658.32,-65.8648-65.86,↙ 225°,475,547,3600036000.0,,FlightAware ADS-B (CYVP)
888,Wed 12:37:14 PM12:37PM,58.216758.22,-66.0667-66.07,↙ 225°,470,541,3600036000.0,,Gander Center
890,Wed 12:37:57 PM12:37PM,58.150058.15,-66.1167-66.12,↙ 202°,470,541,3600036000.0,,Montreal Center
892,Wed 12:39:18 PM12:39PM,58.016658.02,-66.4263-66.43,↙ 224°,470,541,3600036000.0,,FlightAware ADS-B (CYVP)
893,Wed 12:40:19 PM12:40PM,57.921257.92,-66.6009-66.60,↙ 224°,470,541,3600036000.0,,FlightAware ADS-B (CYVP)
894,Wed 12:40:49 PM12:40PM,57.873557.87,-66.6875-66.69,↙ 224°,470,541,3600036000.0,,FlightAware ADS-B (CYVP)
895,Wed 12:41:19 PM12:41PM,57.827357.83,-66.7710-66.77,↙ 224°,470,541,3600036000.0,,FlightAware ADS-B (CYVP)
896,Wed 12:41:49 PM12:41PM,57.781157.78,-66.8545-66.85,↙ 224°,471,542,3600036000.0,,FlightAware ADS-B (CYVP)
897,Wed 12:42:28 PM12:42PM,57.719157.72,-66.9648-66.96,↙ 222°,470,541,3600036000.0,,FlightAware ADS-B (CYVP)
898,Wed 12:43:00 PM12:43PM,57.666157.67,-67.0445-67.04,↙ 216°,472,543,3600036000.0,,FlightAware ADS-B (CYVP)
899,Wed 12:43:39 PM12:43PM,57.596957.60,-67.1417-67.14,↙ 219°,471,542,3600036000.0,,FlightAware ADS-B (CYVP)
900,Wed 12:44:09 PM12:44PM,57.544857.54,-67.2183-67.22,↙ 218°,470,541,3600036000.0,,FlightAware ADS-B (CYVP)
901,Wed 12:45:02 PM12:45PM,57.456257.46,-67.3447-67.34,↙ 217°,471,542,3600036000.0,,FlightAware ADS-B (CYVP)
902,Wed 12:45:35 PM12:45PM,57.397857.40,-67.4264-67.43,↙ 217°,471,542,3600036000.0,,FlightAware ADS-B (CYVP)
903,Wed 12:46:40 PM12:46PM,57.284657.28,-67.5826-67.58,↙ 217°,471,542,3600036000.0,,FlightAware ADS-B (CYVP)
904,Wed 12:47:39 PM12:47PM,57.181657.18,-67.7238-67.72,↙ 217°,472,543,3600036000.0,,FlightAware ADS-B (CYVP)
905,Wed 12:48:10 PM12:48PM,57.127557.13,-67.7977-67.80,↙ 217°,472,543,3600036000.0,,FlightAware ADS-B (CYVP)
906,Wed 12:49:10 PM12:49PM,57.023357.02,-67.9395-67.94,↙ 217°,474,545,3600036000.0,,FlightAware ADS-B (CYVP)
907,Wed 12:49:40 PM12:49PM,56.970756.97,-68.0107-68.01,↙ 216°,473,544,3600036000.0,,FlightAware ADS-B (CYVP)
908,Wed 12:50:10 PM12:50PM,56.916456.92,-68.0840-68.08,↙ 216°,473,544,3600036000.0,,FlightAware ADS-B (CYVP)
909,Wed 12:50:40 PM12:50PM,56.864956.86,-68.1532-68.15,↙ 216°,471,542,3600036000.0,,FlightAware ADS-B (CYVP)
910,Wed 12:51:40 PM12:51PM,56.759656.76,-68.2940-68.29,↙ 216°,473,544,3600036000.0,,FlightAware ADS-B (CYVP)
911,Wed 12:52:37 PM12:52PM,56.658156.66,-68.4288-68.43,↙ 216°,472,543,3600036000.0,,FlightAware ADS-B (CYVP)
912,Wed 12:53:08 PM12:53PM,56.603256.60,-68.5010-68.50,↙ 216°,472,543,3600036000.0,,FlightAware ADS-B (CYVP)
913,Wed 12:53:39 PM12:53PM,56.548256.55,-68.5735-68.57,↙ 216°,477,549,3600036000.0,,FlightAware ADS-B (CYVP)
915,Wed 12:54:58 PM12:54PM,56.416756.42,-68.7167-68.72,↙ 216°,470,541,3600036000.0,,Montreal Center
916,Wed 12:55:58 PM12:55PM,56.316756.32,-68.8500-68.85,↙ 217°,470,541,3600036000.0,,Montreal Center
917,Wed 12:56:58 PM12:56PM,56.200056.20,-69.0000-69.00,↙ 216°,470,541,3600036000.0,,Montreal Center
919,Wed 12:57:12 PM12:57PM,56.169756.17,-69.0644-69.06,↙ 216°,475,547,3600036000.0,,FlightAware ADS-B (CYVP)
920,Wed 12:57:55 PM12:57PM,56.092956.09,-69.1624-69.16,↙ 215°,474,545,3600036000.0,,FlightAware ADS-B (CYVP)
921,Wed 12:58:32 PM12:58PM,56.027956.03,-69.2453-69.25,↙ 215°,469,540,3600036000.0,,FlightAware ADS-B (CYVP)
922,Wed 12:59:22 PM12:59PM,55.938755.94,-69.3580-69.36,↙ 215°,475,547,3600036000.0,,FlightAware ADS-B (CYVP)
923,Wed 01:00:15 PM01:00PM,55.844155.84,-69.4770-69.48,↙ 215°,473,544,3600036000.0,,FlightAware ADS-B (CYVP)
925,Wed 01:01:58 PM01:01PM,55.666755.67,-69.6667-69.67,↙ 215°,470,541,3600036000.0,,Montreal Center
926,Wed 01:02:58 PM01:02PM,55.566755.57,-69.8000-69.80,↙ 217°,470,541,3600036000.0,,Montreal Center
928,Wed 01:03:57 PM01:03PM,55.444055.44,-69.9723-69.97,↙ 215°,475,547,3600036000.0,,FlightAware ADS-B (CYVP)
929,Wed 01:04:33 PM01:04PM,55.380455.38,-70.0499-70.05,↙ 215°,476,548,3600036000.0,,FlightAware ADS-B (CYVP)
930,Wed 01:05:50 PM01:05PM,55.239055.24,-70.2214-70.22,↙ 215°,476,548,3600036000.0,,FlightAware ADS-B (CYVP)
931,Wed 01:06:32 PM01:06PM,55.164355.16,-70.3113-70.31,↙ 215°,476,548,3600036000.0,,FlightAware ADS-B (CYVP)
933,Wed 01:07:58 PM01:07PM,55.016755.02,-70.4667-70.47,↙ 215°,470,541,3600036000.0,,Montreal Center
934,Wed 01:08:58 PM01:08PM,54.900054.90,-70.6000-70.60,↙ 213°,470,541,3600036000.0,,Montreal Center
935,Wed 01:09:58 PM01:09PM,54.800054.80,-70.7333-70.73,↙ 218°,470,541,3600036000.0,,Montreal Center
936,Wed 01:10:59 PM01:10PM,54.683354.68,-70.8667-70.87,↙ 213°,470,541,3600036000.0,,Montreal Center
937,Wed 01:11:58 PM01:11PM,54.583354.58,-70.9667-70.97,↙ 210°,470,541,3600036000.0,,Montreal Center
938,Wed 01:12:58 PM01:12PM,54.466754.47,-71.1000-71.10,↙ 214°,470,541,3600036000.0,,Montreal Center
939,Wed 01:13:58 PM01:13PM,54.350054.35,-71.2167-71.22,↙ 210°,470,541,3600036000.0,,Montreal Center
940,Wed 01:14:58 PM01:14PM,54.266754.27,-71.3500-71.35,↙ 223°,470,541,3600036000.0,,Montreal Center
941,Wed 01:15:58 PM01:15PM,54.150054.15,-71.4833-71.48,↙ 214°,470,541,3600036000.0,,Montreal Center
942,Wed 01:16:59 PM01:16PM,54.033354.03,-71.6000-71.60,↙ 210°,470,541,3600036000.0,,Montreal Center
943,Wed 01:17:58 PM01:17PM,53.916753.92,-71.7333-71.73,↙ 214°,470,541,3600036000.0,,Montreal Center
944,Wed 01:18:58 PM01:18PM,53.800053.80,-71.8500-71.85,↙ 211°,470,541,3600036000.0,,Montreal Center
945,Wed 01:19:58 PM01:19PM,53.716753.72,-71.9500-71.95,↙ 215°,470,541,3600036000.0,,Montreal Center
946,Wed 01:20:58 PM01:20PM,53.583353.58,-72.0500-72.05,↙ 204°,470,541,3600036000.0,,Montreal Center
947,Wed 01:21:59 PM01:21PM,53.466753.47,-72.1500-72.15,↙ 207°,470,541,3600036000.0,,Montreal Center
948,Wed 01:22:59 PM01:22PM,53.350053.35,-72.2333-72.23,↙ 203°,470,541,3600036000.0,,Montreal Center
949,Wed 01:23:58 PM01:23PM,53.233353.23,-72.3333-72.33,↙ 207°,470,541,3600036000.0,,Montreal Center
950,Wed 01:24:58 PM01:24PM,53.100053.10,-72.4333-72.43,↙ 204°,470,541,3600036000.0,,Montreal Center
951,Wed 01:25:58 PM01:25PM,52.983352.98,-72.5167-72.52,↙ 203°,470,541,3600036000.0,,Montreal Center
952,Wed 01:26:59 PM01:26PM,52.866752.87,-72.5833-72.58,↓ 199°,470,541,3600036000.0,,Montreal Center
953,Wed 01:27:59 PM01:27PM,52.750052.75,-72.6833-72.68,↙ 207°,470,541,3600036000.0,,Montreal Center
954,Wed 01:28:59 PM01:28PM,52.633352.63,-72.7667-72.77,↙ 203°,470,541,3600036000.0,,Montreal Center
955,Wed 01:29:58 PM01:29PM,52.516752.52,-72.8667-72.87,↙ 208°,470,541,3600036000.0,,Montreal Center
956,Wed 01:30:58 PM01:30PM,52.416752.42,-72.9500-72.95,↙ 207°,470,541,3600036000.0,,Montreal Center
957,Wed 01:31:58 PM01:31PM,52.300052.30,-73.0500-73.05,↙ 208°,470,541,3600036000.0,,Montreal Center
958,Wed 01:32:59 PM01:32PM,52.183352.18,-73.1333-73.13,↙ 204°,470,541,3600036000.0,,Montreal Center
959,Wed 01:33:59 PM01:33PM,52.066752.07,-73.2333-73.23,↙ 208°,470,541,3600036000.0,,Montreal Center
960,Wed 01:34:58 PM01:34PM,51.950051.95,-73.3167-73.32,↙ 204°,470,541,3600036000.0,,Montreal Center
961,Wed 01:35:58 PM01:35PM,51.816751.82,-73.4000-73.40,↙ 201°,470,541,3600036000.0,,Montreal Center
962,Wed 01:36:58 PM01:36PM,51.700051.70,-73.5000-73.50,↙ 208°,470,541,3600036000.0,,Montreal Center
964,Wed 01:37:05 PM01:37PM,51.691351.69,-73.5236-73.52,↙ 205°,467,537,3600036000.0,,FlightAware ADS-B (CYTF)
965,Wed 01:37:35 PM01:37PM,51.632451.63,-73.5672-73.57,↙ 205°,465,535,3600036000.0,,FlightAware ADS-B (CYTF)
966,Wed 01:38:32 PM01:38PM,51.523451.52,-73.6477-73.65,↙ 205°,459,528,3600036000.0,,FlightAware ADS-B (CYTF)
967,Wed 01:39:10 PM01:39PM,51.449251.45,-73.7022-73.70,↙ 205°,462,532,3600036000.0,,FlightAware ADS-B (CYTF)
968,Wed 01:39:40 PM01:39PM,51.389951.39,-73.7456-73.75,↙ 205°,461,531,3600036000.0,,FlightAware ADS-B (CYTF)
969,Wed 01:40:26 PM01:40PM,51.301551.30,-73.8101-73.81,↙ 205°,462,532,3600036000.0,,FlightAware ADS-B (CYTF)
970,Wed 01:41:32 PM01:41PM,51.171951.17,-73.9043-73.90,↙ 204°,462,532,3600036000.0,,FlightAware ADS-B (CYTF)
971,Wed 01:42:03 PM01:42PM,51.114051.11,-73.9460-73.95,↙ 204°,462,532,3600036000.0,,FlightAware ADS-B (CYTF)
972,Wed 01:42:45 PM01:42PM,51.032651.03,-74.0046-74.00,↙ 205°,461,531,3600036000.0,,FlightAware ADS-B (CYTF)
973,Wed 01:43:33 PM01:43PM,50.939250.94,-74.0715-74.07,↙ 204°,461,531,3600036000.0,,FlightAware ADS-B (CYTF)
974,Wed 01:44:03 PM01:44PM,50.879050.88,-74.1146-74.11,↙ 204°,461,531,3600036000.0,,FlightAware ADS-B (CYTF)
975,Wed 01:44:33 PM01:44PM,50.821550.82,-74.1555-74.16,↙ 204°,460,529,3600036000.0,,FlightAware ADS-B (CYTF)
976,Wed 01:45:04 PM01:45PM,50.762550.76,-74.1974-74.20,↙ 204°,460,529,3600036000.0,,FlightAware ADS-B (CYTF)
977,Wed 01:45:34 PM01:45PM,50.705250.71,-74.2381-74.24,↙ 204°,461,531,3600036000.0,,FlightAware ADS-B (CYTF)
978,Wed 01:46:04 PM01:46PM,50.646050.65,-74.2799-74.28,↙ 204°,460,529,3600036000.0,,FlightAware ADS-B (CYTF)
979,Wed 01:47:04 PM01:47PM,50.529150.53,-74.3623-74.36,↙ 204°,459,528,3600036000.0,,FlightAware ADS-B (CYTF)
980,Wed 01:47:36 PM01:47PM,50.466650.47,-74.4060-74.41,↙ 204°,459,528,3600036000.0,,FlightAware ADS-B (CYTF)
981,Wed 01:48:34 PM01:48PM,50.355050.35,-74.4840-74.48,↙ 204°,459,528,3600036000.0,,FlightAware ADS-B (CYTF)
982,Wed 01:49:04 PM01:49PM,50.297750.30,-74.5238-74.52,↙ 204°,458,527,3600036000.0,,FlightAware ADS-B (CYTF)
983,Wed 01:49:34 PM01:49PM,50.239850.24,-74.5639-74.56,↙ 204°,456,525,3600036000.0,,FlightAware ADS-B (CYTF)
984,Wed 01:50:35 PM01:50PM,50.122850.12,-74.6448-74.64,↙ 204°,455,524,3600036000.0,,FlightAware ADS-B (CYTF)
985,Wed 01:51:16 PM01:51PM,50.044550.04,-74.6985-74.70,↙ 204°,451,519,3600036000.0,,FlightAware ADS-B (CYBG)
986,Wed 01:51:46 PM01:51PM,49.987049.99,-74.7379-74.74,↙ 204°,451,519,3600036000.0,,FlightAware ADS-B (KSGR)
987,Wed 01:52:18 PM01:52PM,49.924849.92,-74.7805-74.78,↙ 204°,452,520,3600036000.0,,FlightAware ADS-B (KSGR)
988,Wed 01:53:06 PM01:53PM,49.833849.83,-74.8426-74.84,↙ 204°,454,522,3600036000.0,,FlightAware ADS-B (CYBG)
989,Wed 01:54:06 PM01:54PM,49.719749.72,-74.9198-74.92,↙ 204°,452,520,3600036000.0,,FlightAware ADS-B (CYTF)
990,Wed 01:54:36 PM01:54PM,49.661949.66,-74.9589-74.96,↙ 204°,451,519,3600036000.0,,FlightAware ADS-B (CYTF)
991,Wed 01:55:06 PM01:55PM,49.603949.60,-74.9980-75.00,↙ 204°,450,518,3600036000.0,,FlightAware ADS-B (CYTF)
992,Wed 01:55:36 PM01:55PM,49.548449.55,-75.0352-75.04,↙ 204°,449,517,3600036000.0,,FlightAware ADS-B (CYTF)
993,Wed 01:56:07 PM01:56PM,49.489649.49,-75.0746-75.07,↙ 204°,448,516,3600036000.0,,FlightAware ADS-B (CYTF)
994,Wed 01:56:41 PM01:56PM,49.425849.43,-75.1173-75.12,↙ 204°,445,512,3600036000.0,,FlightAware ADS-B (CYBG)
995,Wed 01:57:15 PM01:57PM,49.362349.36,-75.1596-75.16,↙ 204°,443,510,3600036000.0,,FlightAware ADS-B (CYBG)
996,Wed 01:58:03 PM01:58PM,49.273249.27,-75.2187-75.22,↙ 203°,438,504,3600036000.0,,FlightAware ADS-B (CYTF)
997,Wed 01:58:46 PM01:58PM,49.191849.19,-75.2726-75.27,↙ 203°,436,502,3600036000.0,,FlightAware ADS-B (CYBG)
998,Wed 01:59:16 PM01:59PM,49.135649.14,-75.3097-75.31,↙ 203°,433,498,3600036000.0,,FlightAware ADS-B (CYBG)
999,Wed 01:59:46 PM01:59PM,49.082749.08,-75.3446-75.34,↙ 203°,433,498,3600036000.0,,FlightAware ADS-B (CYBG)
1000,Wed 02:00:17 PM02:00PM,49.025249.03,-75.3823-75.38,↙ 203°,433,498,3600036000.0,,FlightAware ADS-B (CYMW)
1001,Wed 02:00:53 PM02:00PM,48.958248.96,-75.4262-75.43,↙ 203°,434,499,3600036000.0,,FlightAware ADS-B (CYUL)
1002,Wed 02:01:23 PM02:01PM,48.904248.90,-75.4614-75.46,↙ 203°,435,501,3600036000.0,,FlightAware ADS-B (CYUL)
1003,Wed 02:01:54 PM02:01PM,48.846548.85,-75.4990-75.50,↙ 203°,436,502,3600036000.0,,FlightAware ADS-B (CYUL)
1004,Wed 02:02:24 PM02:02PM,48.792048.79,-75.5344-75.53,↙ 203°,437,503,3600036000.0,,FlightAware ADS-B (CYUL)
1005,Wed 02:02:54 PM02:02PM,48.734548.73,-75.5716-75.57,↙ 203°,437,503,3600036000.0,,FlightAware ADS-B (CYUL)
1006,Wed 02:03:24 PM02:03PM,48.679748.68,-75.6070-75.61,↙ 203°,437,503,3600036000.0,,FlightAware ADS-B (CYUL)
1007,Wed 02:03:55 PM02:03PM,48.622348.62,-75.6441-75.64,↙ 203°,436,502,3600036000.0,,FlightAware ADS-B (CYUL)
1008,Wed 02:04:25 PM02:04PM,48.566448.57,-75.6801-75.68,↙ 203°,436,502,3600036000.0,,FlightAware ADS-B (CYUL)
1009,Wed 02:04:55 PM02:04PM,48.511448.51,-75.7155-75.72,↙ 203°,434,499,3600036000.0,,FlightAware ADS-B (CYUL)
1010,Wed 02:05:25 PM02:05PM,48.455248.46,-75.7514-75.75,↙ 203°,436,502,3600036000.0,,FlightAware ADS-B (CYUL)
1011,Wed 02:05:56 PM02:05PM,48.398948.40,-75.7874-75.79,↙ 203°,435,501,3600036000.0,,FlightAware ADS-B (CYUL)
1012,Wed 02:06:26 PM02:06PM,48.344048.34,-75.8224-75.82,↙ 203°,435,501,3600036000.0,,FlightAware ADS-B (CYUL)
1013,Wed 02:07:02 PM02:07PM,48.276248.28,-75.8654-75.87,↙ 203°,431,496,3600036000.0,,FlightAware ADS-B (CYHU)
1014,Wed 02:07:32 PM02:07PM,48.221048.22,-75.9005-75.90,↙ 203°,432,497,3600036000.0,,FlightAware ADS-B (CYHU)
1015,Wed 02:08:03 PM02:08PM,48.165648.17,-75.9355-75.94,↙ 203°,431,496,3600036000.0,,FlightAware ADS-B (CYOW)
1016,Wed 02:08:33 PM02:08PM,48.111448.11,-75.9698-75.97,↙ 203°,431,496,3600036000.0,,FlightAware ADS-B (CYHU)
1017,Wed 02:09:03 PM02:09PM,48.055848.06,-76.0047-76.00,↙ 203°,431,496,3600036000.0,,FlightAware ADS-B (CYHU)
1018,Wed 02:09:33 PM02:09PM,48.000348.00,-76.0395-76.04,↙ 203°,432,497,3600036000.0,,FlightAware ADS-B (CYUL)
1019,Wed 02:10:03 PM02:10PM,47.943947.94,-76.0749-76.07,↙ 203°,432,497,3600036000.0,,FlightAware ADS-B (CYOW)
1020,Wed 02:10:33 PM02:10PM,47.888647.89,-76.1094-76.11,↙ 203°,432,497,3600036000.0,,FlightAware ADS-B (CYHU)
1021,Wed 02:11:03 PM02:11PM,47.833347.83,-76.1439-76.14,↙ 203°,432,497,3600036000.0,,FlightAware ADS-B (CYOW)
1022,Wed 02:11:33 PM02:11PM,47.778447.78,-76.1781-76.18,↙ 203°,432,497,3600036000.0,,FlightAware ADS-B (CYOW)
1023,Wed 02:12:03 PM02:12PM,47.724247.72,-76.2118-76.21,↙ 203°,432,497,3600036000.0,,FlightAware ADS-B (CYUL)
1024,Wed 02:12:33 PM02:12PM,47.669947.67,-76.2455-76.25,↙ 203°,433,498,3600036000.0,,FlightAware ADS-B (CYMX)
1025,Wed 02:13:04 PM02:13PM,47.612647.61,-76.2808-76.28,↙ 203°,433,498,3600036000.0,,FlightAware ADS-B (CYUL)
1026,Wed 02:13:34 PM02:13PM,47.555947.56,-76.3157-76.32,↙ 203°,432,497,3600036000.0,,FlightAware ADS-B (CYHU)
1027,Wed 02:14:04 PM02:14PM,47.501347.50,-76.3494-76.35,↙ 203°,432,497,3600036000.0,,FlightAware ADS-B (CYHU)
1028,Wed 02:14:34 PM02:14PM,47.445847.45,-76.3833-76.38,↙ 203°,433,498,3600036000.0,,FlightAware ADS-B (CYOW)
1029,Wed 02:15:04 PM02:15PM,47.389947.39,-76.4177-76.42,↙ 203°,436,502,3600036000.0,,FlightAware ADS-B (CYOW)
1030,Wed 02:15:34 PM02:15PM,47.334347.33,-76.4517-76.45,↙ 203°,436,502,3600036000.0,,FlightAware ADS-B (CYOW)
1031,Wed 02:16:04 PM02:16PM,47.277847.28,-76.4860-76.49,↙ 203°,437,503,3600036000.0,,FlightAware ADS-B (CYUL)
1032,Wed 02:16:35 PM02:16PM,47.220247.22,-76.5211-76.52,↙ 203°,438,504,3600036000.0,,FlightAware ADS-B (KROC)
1033,Wed 02:17:05 PM02:17PM,47.165147.17,-76.5545-76.55,↙ 202°,439,505,3600036000.0,,FlightAware ADS-B (CYUL)
1034,Wed 02:17:35 PM02:17PM,47.108047.11,-76.5890-76.59,↙ 203°,439,505,3600036000.0,,FlightAware ADS-B (CYRP)
1035,Wed 02:18:06 PM02:18PM,47.050047.05,-76.6240-76.62,↙ 202°,440,506,3600036000.0,,FlightAware ADS-B (CYHU)
1036,Wed 02:18:36 PM02:18PM,46.994646.99,-76.6574-76.66,↙ 202°,441,507,3600036000.0,,FlightAware ADS-B (CYMX)
1037,Wed 02:19:06 PM02:19PM,46.936746.94,-76.6922-76.69,↙ 202°,441,507,3600036000.0,,FlightAware ADS-B (CBV5)
1038,Wed 02:19:37 PM02:19PM,46.880446.88,-76.7259-76.73,↙ 202°,442,509,3600036000.0,,FlightAware ADS-B (CYOW)
1039,Wed 02:20:07 PM02:20PM,46.821446.82,-76.7613-76.76,↙ 202°,444,511,3600036000.0,,FlightAware ADS-B (CTY3)
1040,Wed 02:20:39 PM02:20PM,46.760646.76,-76.7976-76.80,↙ 202°,444,511,3600036000.0,,FlightAware ADS-B (CTY3)
1041,Wed 02:21:09 PM02:21PM,46.703846.70,-76.8314-76.83,↙ 202°,445,512,3600036000.0,,FlightAware ADS-B (CYLS)
1042,Wed 02:21:39 PM02:21PM,46.646246.65,-76.8655-76.87,↙ 202°,444,511,3600036000.0,,FlightAware ADS-B (CTY3)
1043,Wed 02:22:11 PM02:22PM,46.585546.59,-76.9016-76.90,↙ 202°,444,511,3600036000.0,,FlightAware ADS-B (KMSS)
1044,Wed 02:22:41 PM02:22PM,46.528846.53,-76.9351-76.94,↙ 202°,443,510,3600036000.0,,FlightAware ADS-B (CNZ4)
1045,Wed 02:23:11 PM02:23PM,46.472346.47,-76.9685-76.97,↙ 202°,441,507,3600036000.0,,FlightAware ADS-B (CSW5)
1046,Wed 02:23:41 PM02:23PM,46.415146.42,-77.0020-77.00,↙ 202°,441,507,3600036000.0,,FlightAware ADS-B (CNZ4)
1047,Wed 02:24:11 PM02:24PM,46.359946.36,-77.0345-77.03,↙ 202°,441,507,3600036000.0,,FlightAware ADS-B (CYLS)
1048,Wed 02:24:41 PM02:24PM,46.302346.30,-77.0683-77.07,↙ 202°,442,509,3600036000.0,,FlightAware ADS-B (CNZ4)
1049,Wed 02:25:11 PM02:25PM,46.243546.24,-77.1027-77.10,↙ 202°,443,510,3600036000.0,,FlightAware ADS-B (CNS4)
1050,Wed 02:25:41 PM02:25PM,46.189846.19,-77.1340-77.13,↙ 202°,445,512,3600036000.0,,FlightAware ADS-B (CYLS)
1051,Wed 02:26:11 PM02:26PM,46.131146.13,-77.1681-77.17,↙ 202°,446,513,3600036000.0,,FlightAware ADS-B (CNZ4)
1052,Wed 02:26:41 PM02:26PM,46.072946.07,-77.2018-77.20,↙ 202°,445,512,3600036000.0,,FlightAware ADS-B (CYHM)
1053,Wed 02:27:11 PM02:27PM,46.016146.02,-77.2348-77.23,↙ 202°,446,513,3600036000.0,,FlightAware ADS-B (CNC3)
1054,Wed 02:27:41 PM02:27PM,45.957845.96,-77.2686-77.27,↙ 202°,447,514,3600036000.0,,FlightAware ADS-B (CNS4)
1055,Wed 02:28:11 PM02:28PM,45.900145.90,-77.3018-77.30,↙ 202°,449,517,3600036000.0,,FlightAware ADS-B (CNS4)
1056,Wed 02:28:41 PM02:28PM,45.843245.84,-77.3345-77.33,↙ 202°,451,519,3600036000.0,,FlightAware ADS-B (CPR2)
1057,Wed 02:29:11 PM02:29PM,45.785745.79,-77.3675-77.37,↙ 202°,450,518,3600036000.0,,FlightAware ADS-B (KROC)
1058,Wed 02:29:41 PM02:29PM,45.727145.73,-77.4011-77.40,↙ 202°,450,518,3600036000.0,,FlightAware ADS-B (CYGK)
1059,Wed 02:30:11 PM02:30PM,45.670445.67,-77.4335-77.43,↙ 202°,449,517,3600036000.0,,FlightAware ADS-B (KOGS)
1060,Wed 02:30:39 PM02:30PM,45.619345.62,-77.4633-77.46,↙ 205°,443,510,3600036000.0,,FlightAware ADS-B (YCM / CYSN)
1061,Wed 02:31:01 PM02:31PM,45.578545.58,-77.4970-77.50,↙ 214°,428,493,3600036000.0,,FlightAware ADS-B (KMSS)
1062,Wed 02:31:34 PM02:31PM,45.529545.53,-77.5574-77.56,↙ 229°,397,457,3600036000.0,,FlightAware ADS-B (KROC)
1063,Wed 02:32:04 PM02:32PM,45.497245.50,-77.6135-77.61,↙ 231°,388,447,3600036000.0,,FlightAware ADS-B (CTY3)
1064,Wed 02:32:34 PM02:32PM,45.461245.46,-77.6735-77.67,↙ 228°,385,443,3600036000.0,,FlightAware ADS-B (XBR / CNL3)
1065,Wed 02:33:19 PM02:33PM,45.405445.41,-77.7577-77.76,↙ 226°,387,445,3600036000.0,-240.0,FlightAware ADS-B (CYTR)
1066,Wed 02:33:49 PM02:33PM,45.370045.37,-77.8092-77.81,↙ 226°,390,449,3570035700.0,-1125.0,FlightAware ADS-B (KIAG)
